,Content,Location,Username,Retweet-Count,Favorites,Created at
47,"@AlexMcDaniel @TommyJoeMartins “What do you mean when you say off the record, exactly? I came here for scoops, not secrets.” - @TommyJoeMartins School of Journalism at the University of Mississippi - Muppet Campus",,TheTFly,0,1,2021-06-16 14:56:57
48,@bakerstherald @ashtonpittman @DonnerKay @MSFreePress These #Brexit types with their Russian connections and then Arron having met with Trump and then involved with Wigmore and their project at the University of Mississippi.,"Near the Columbia Airport, SC",Stevens18Clint,0,0,2021-06-16 14:42:24
49,"@bakerstherald @ashtonpittman @DonnerKay @MSFreePress Andy Wigmore, suspended from Twitter, for his online abuse of Carol Cadwalladr.  And tried to create a Cambridge Analytica-style clone at the University of Mississippi.  And a big buddy of Nigel Farage.  And part of the Leave UK campaign.  Lots of #Brexit -Mississippi stuff.","Near the Columbia Airport, SC",Stevens18Clint,0,1,2021-06-16 14:36:54
50,"@pelsgang @OneTeamOnePod @thejboyshow The deal is done. Bianco is meeting with his AD today and will tell him he’s taking the LSU job. 

https://t.co/0sc2Oongys","Lafayette, LA",TheNickDias,1,1,2021-06-16 14:30:53
51,"Predicting spread of invasive carp using river water flows 
https://t.co/MDwizEFSXz
#Asia #CommercialFishing #Engineering #Europe #GrantsProgram #Industry #Mississippi #Missouri #Professor #Research #Resources #Scientists #Testing #UnitedStates #University #UniversityOfMissouri https://t.co/BvUbDN3DFS",Australia,MirageNewsCom,0,0,2021-06-16 14:26:41
52,@Dogbusdriver @NDBaseball Best Ambassador in the history of Mississippi State University,,DanielMore12,0,6,2021-06-16 14:25:47
53,"2/2 Yungbluth received a Master of Fine Arts in Ceramics from the University of Mississippi in '09.

https://t.co/eesa3BA78y","University, MS",UMArtDept,0,0,2021-06-16 13:59:18
54,"Actor  #MorganFreeman and a criminal justice professor at the University of Mississippi are donating $1 million to the university to establish a Center for Evidence-Based Policing and Reform, the university announced Tuesday. https://t.co/sbA07lUll7",The Rotten Apple,TheWholeN9nes,1,1,2021-06-16 13:53:04
55,"Actor  #MorganFreeman and a criminal justice professor at the University of Mississippi are donating $1 million to the university to establish a Center for Evidence-Based Policing and Reform, the university announced Tuesday. https://t.co/GHDYELpFbk","New York, NY",MakeItPlain,0,2,2021-06-16 13:53:04
56,"William Carey University was pleased to represent the state of Mississippi last week on this national panel discussion about solving the teacher shortage.  You may view the entire panel discussion by clicking here. 
https://t.co/WjO0kpmeVw https://t.co/Nxo6Hi6WIj","Hattiesburg, Ms. ",WCU_ED,1,3,2021-06-16 13:49:57
57,Southern Miss coach Will Hall sought out transfers and got them. He breaks down each new Golden Eagle. https://t.co/i2P7hpk0v8 https://t.co/k81hVRT8wt,"Ocean Springs, MS",Patrick_Magee,16,51,2021-06-16 13:10:26
58,@sbcmortgageman Isn’t it Mississippi State University and not The university of MSU? Just wondering,NWA,beezy3_,0,1,2021-06-16 12:40:04
59,"Hey @SaketModi_, one of my friend is looking for job opportunity at Safe Security. 

He did his MS in Computer Science from Mississippi State University. 

He has 4 years of work experience in IT &amp; Security Industry. 

Recently, he relocated back to India.

Can you please help?","Indore, India",Lakhotiyatweets,0,0,2021-06-16 12:25:25
60,"About last night…doing what I love to do!  Thank you to Dr. Lee and Dr. Latoya Johnson of University of Southern Mississippi for inviting me to speak!  Congratulations to all of the doctoral candidates! @thedeeperleaderinstitute.org 
 #leadershipmatters https://t.co/pDCk9p78VF","Georgia, USA",bswinneyinc,0,1,2021-06-16 10:30:05
61,“I feel like we’ve killed that fly with a hammer.” https://t.co/95X1TxiZ2D,"Biloxi, Miss.",sunherald,0,1,2021-06-16 10:01:28
62,"The Racism of “Ole Miss” Is Hiding in Plain Sight – Mother Jones
“Still, it stands.
But now, after more than a century, the anonymous soldier will finally be ousted from his premier spot” https://t.co/BkLjRGuSd9","Ontario, Canada ",DrSpockets,0,0,2021-06-16 04:20:31
63,"Dreams can become true at any time! After many years of being a Higher Education Administrator, I’ve decided to pursue my childhood career; I’ve been accepted into Mississippi State University’s Meteorology program and I couldn’t be happier. #thecareerchange #careerchangeat36","Plano, TX",MRG22050874,0,0,2021-06-16 03:43:42
64,2021 Mississippi Glory Premier 16-Kuroda-Sarah Watson and Cameryn Hays putting in the work at the University of Tennessee-Martin Softball Camp! #ALLIN https://t.co/tVX75YsXFN,,xtremedemarini,2,8,2021-06-16 03:30:30
