,Content,Location,Username,Retweet-Count,Favorites,Created at
40,"What irony if Canada, former peacekeepers extraordinaire, got UN peacekeepers called on them. It's a bit of farce when peacekeepers will only come at the behest government, when government itself may be the source of or choosing not to stop the oppression
https://t.co/DBtYCwTBBo",,undrstndncanada,0,0,2021-06-17 21:50:52
41,Nova Scotia privacy commissioner calls for strong vaccine passport privacy protections https://t.co/jtv0Lx0Ebp,The cloud ☁,Sociability,0,0,2021-06-17 21:44:32
42,Mulgrave going to the polls over urban chickens | Saltwire https://t.co/EUf6REecSl,"Halifax, Nova Scotia, Canada",chronicleherald,0,0,2021-06-17 21:40:56
43,Nova Scotia caught off guard by New Brunswick border reopening https://t.co/LNMKosbGKJ https://t.co/n02kyTpUTD,Nova Scotia,CBCNS,7,41,2021-06-17 21:32:39
44,"Halifax family questions delay in treatment after son, 19, dies of meningitis

Remember back in the day when the world believed we had one of the best medical stytem?
#Canada
#Covid_19

https://t.co/tmatyOjaT5",,9Krystalcat,0,0,2021-06-17 21:26:46
45,Rankin not ready to commit $25M for affordable housing as recommended by commission | CBC News https://t.co/wQdnwMkxHE,Halifax,betsyeldon,0,1,2021-06-17 21:12:37
46,Cape Breton B&amp;B owner feels vindicated with Nova Scotia tourism funding program | Saltwire https://t.co/ZoXXvOyqYx https://t.co/5JuE66GfB4,"ÜT: 46.16069,-60.195819",capebretonpost,0,0,2021-06-17 21:00:43
47,"$BNS  6-K  Bank Of Nova Scotia   (17 Jun, 4:51pm)

📰 Scotiabank Announces Redemption of Non-Cumulative Preferred Share Series 36

https://t.co/H8I9QT6gz4

#BNS #6K #BankOfNovaScotia #News","Toronto, Canada",investor_feed,0,0,2021-06-17 20:52:50
48,"Keep a 2nd eye on your friends, family and youth in your community, folks. 

https://t.co/w7olkrgIIR",Atlantic Canada,JoeyTheLeaf,1,7,2021-06-17 20:49:29
49,"N.S. sees highest rate of human trafficking in Canada, incidents tripled in 2019 | CBC News https://t.co/1RSmDAgznr",Mi'kma'ki,DartmouthDerek,2,3,2021-06-17 20:46:55
50,"@shawncleary ""Maybe the polygraph tests aren't working the way they intended, given the fact that we've had many police officers charged with theft, stealing from the evidence locker, assault.” 

#HRP #Halifax https://t.co/aymJ5mqkFL","Head of St. Marg's Bay, NS",BigJMcC,0,2,2021-06-17 20:43:43
51,"Nova Scotians should be starting to wonder if their shiny, new premier amounts to anything more than his #FloweryWords. 

He sure does talk a mean game! 

#affordablehousing #nspoli #IainRankin  https://t.co/XkbZQo40yE","Head of St. Marg's Bay, NS",BigJMcC,5,9,2021-06-17 20:40:18
52,Reviews underway following death of 19-year-old man in hospital #NSpoli via @larochecbc  https://t.co/jsTsXjSRHc,Nova Scotia,MichaelTGorman,3,2,2021-06-17 20:37:43
53,Reviews underway following death of 19-year-old man in hospital https://t.co/qbwoxURUYl https://t.co/OMhuKLjRdu,Nova Scotia,CBCNS,11,41,2021-06-17 20:32:32
54,Rankin not ready to commit $25M for affordable housing as recommended by commission https://t.co/AEYmWgoDP6 https://t.co/V4Zf70Jc3J,Nova Scotia,CBCNS,9,24,2021-06-17 20:32:30
55,"Jun17, 1970 • Mike's News Agency

Photo taken OTD of Mike's News Stand building at 10062-Jasper Ave. The building on the right was the Bank of Nova Scotia. This site is now occupied by Scotia Place, a twin-tower office complex (1980~83).

📌 #EdmontonWhenAndWhere
📷 HeRMIS https://t.co/oDLVdpJwca","Edmonton, Alberta",LouisPereira_,2,20,2021-06-17 20:31:46
56,Via @MichaelTGorman  Rankin not ready to commit $25M for affordable housing as recommended by commission | CBC News https://t.co/84NQWN7nT6,"Halifax, Nova Scotia",larochecbc,6,1,2021-06-17 20:18:40
57,"“I think everybody knows someone who has driven themselves to the hospital when they should’ve called 9-1-1,” said Burrill. ""The province should do away with ambulance fees altogether.""

https://t.co/oDMZk8GUI6 #nspoli #nsndp","Nova Scotia, Canada",NSNDP,7,16,2021-06-17 20:14:33
58,"Dr. Chris Milburn was sacked as the department head of emergency medicine for Nova Scotia’s eastern zone after giving a critical interview where he challenged school closures and the “de-facto rule” of public health decision-makers. #cdnpoli  

https://t.co/b5OPc8eZRE","Toronto, Ontario",TrueNorthCentre,35,48,2021-06-17 20:12:08
59,Rankin not ready to commit $25M for affordable housing as recommended by commission #austerity https://t.co/JfKY5iPLRk,"Upper Sackville, Nova Scotia",DevetRobert,3,4,2021-06-17 20:09:49
60,Rankin not ready to commit $25M for affordable housing as recommended by commission #NSpoli https://t.co/vYnzpZZYmM,Nova Scotia,MichaelTGorman,5,5,2021-06-17 20:06:44
61,Nova Scotia illustrator wins prestigious children's book award | CBC News https://t.co/9cXSzNNQz2,Ohio,StorytellingWan,0,0,2021-06-17 20:01:27
62,"Happier, healthier animals important factor in Kleiner Farms' focus in Yarmouth County | Saltwire https://t.co/DSIeWiTWKX","Yarmouth, Digby & Shelburne NS",TVanguardnews,0,0,2021-06-17 19:33:11
63,".
""Rock the Boat Music Festival -- headliners from across the country -- the Nova Scotia rock band The Trews, Ontario duo The Reklaws, country artist Jess Moskaluke, The East Pointers from PEI.

➡️Green Park in Tyne Valley from July 30 to Aug. 1.
 https://t.co/DNOLvGp0DG",,sharonhonisch,0,0,2021-06-17 19:31:20
64,"Police investigating multiple thefts from vehicles in the HRM
https://t.co/tW87g2bDWl","Truro, Nova Scotia Canada",PureCountry995,0,0,2021-06-17 19:31:17
65,Good News from #SydneyCanada about a new #regionalairline for #YQY in #NovaScotia https://t.co/Mg1NXDMMkE https://t.co/hCAsenhXm1,,786Socialite,0,0,2021-06-17 19:30:56
66,"Shelburne County man charged with child pornography offences
https://t.co/tuVIoj4x1s","Truro, Nova Scotia Canada",PureCountry995,0,0,2021-06-17 19:30:54
67,"Police investigating multiple thefts from vehicles in the HRM
https://t.co/ewL7lQ63W6","Fredericton, New Brunswick",BounceRadio1053,0,0,2021-06-17 19:30:11
68,"Shelburne County man charged with child pornography offences
https://t.co/6XlG1VP4l3","Fredericton, New Brunswick",BounceRadio1053,0,0,2021-06-17 19:29:52
69,"Canso spaceport secures $10.5M, aims for first launch next year https://t.co/uFrQpnZkRm","Nova Scotia, Canada",lildutchgirl1,0,0,2021-06-17 19:20:53
70,Federal government backs rental housing project in Halifax | CBC News https://t.co/fJvyzhhva4,,prospercan,0,0,2021-06-17 18:44:07
71,Nova Scotia privacy commissioner calls for strong vaccine passport privacy protections https://t.co/LuFVXy94Da -via @PrivacyPros,"Washington, DC",thedpsadvisors,0,0,2021-06-17 18:35:03
72,"[Content warning] Nova Scotia sees highest rate of human trafficking in Canada, incidents tripled in 2019 https://t.co/svPfATKUhK via @CBCNews","Ontario, Canada",Ont_Ombudsman,1,1,2021-06-17 18:30:27
73,"Sad. 19-year-old dies because of #NSpoli mandated #covid19 #lockdowns mandates. Why lockdowns when #NS has a 99.97% survival rate? @JCCFCanada 
https://t.co/2BrpQQ5z6z",Canada,NewsbreakCanada,0,0,2021-06-17 18:23:44
74,"Halifax illustrator @Sydneydraws has won the CILIP Kate Greenaway Medal for his book, Small in the City. https://t.co/wBUunnYxFc",Canada,cbcbooks,2,20,2021-06-17 18:00:01
75,"Nova Scotia town to change street name, citing slaughter of Indigenous people https://t.co/el2I5PbQEI https://t.co/eJ9OTujnrT",Watch online,GlobalNational,1,5,2021-06-17 17:59:03
76,"WATCH LIVE: Nova Scotia provides a COVID-19 update after reporting 14 new cases. 

 https://t.co/lFL3yI622d",Atlantic Canada,globalhalifax,1,2,2021-06-17 17:58:04
77,Great Canadian Reopens Nova Scotia Casinos After COVID Shutdown https://t.co/SDJFDVGeny,"Panama City Beach, FL ",RounderLife,0,0,2021-06-17 17:58:01
78,"Nova Scotia town to change street name, citing slaughter of Indigenous people https://t.co/YFHJKLSdWR",Canada,CanNews24,0,0,2021-06-17 17:57:13
79,"N.S. reports 14 new COVID-19 cases; Rankin, Strang to provide update Thursday at 3 p.m. | CBC News https://t.co/ghQ6U17Pd7","Halifax, NS",Elisabeast,0,0,2021-06-17 17:56:41
80,Bedford ferry eh? What do you think of the idea? https://t.co/0kbq9W0XOa,"Halifax, Nova Scotia",infomorning,3,37,2021-06-17 17:53:54
81,"Premier Iain Rankin and Dr. Robert Strang, Nova Scotia's chief medical officer of health, are holding a COVID-19 briefing at 3 p.m. today. Watch it live. https://t.co/WHBu1eUXAe https://t.co/xCK8J5eeMv","ÜT: 46.16069,-60.195819",capebretonpost,0,0,2021-06-17 17:52:44
82,"Premier Iain Rankin and Dr. Robert Strang, Nova Scotia's chief medical officer of health, are holding a COVID-19 briefing at 3 p.m. today. Watch it live. https://t.co/ZXceGoeFEC https://t.co/G2yVwOi3Fb",Atlantic Canada,SaltWireNetwork,0,0,2021-06-17 17:52:44
