,Content,Location,Username,Retweet-Count,Favorites,Created at
37,Welcome to South Dakota https://t.co/AGcf96WDb6 https://t.co/l8qXqYuHMj,"Goleta, CA",Dante_Elephante,0,0,2021-06-18 04:29:57
38,@JoyAnnReid @Sifill_LDF South Dakota is the only remaining state to not observe Juneteenth.,,floresgardens,0,0,2021-06-18 04:29:14
39,"@AGJeffLandry @govkristinoem Awwww, no loud noises and shiny flashes for South Dakota. You must be devastated. 😂",Canada,gibsongs,0,0,2021-06-18 04:28:53
40,@Firepaw014 I don't think we have that in South Dakota.,"Sturgis, South Dakota",FlowerPowerFox,0,1,2021-06-18 04:28:13
41,@AWokeZombie I was kind of surprised to see South Dakota so high on the list.  Do you think the list will change once 2021 is figured in?,North Jersey,mprescott77,0,0,2021-06-18 04:25:12
42,South Dakota is the only remaining state to not observe Juneteenth.,,floresgardens,0,0,2021-06-18 04:24:33
43,@WajahatAli Yep. This is how my neighbor's cousin in South Dakota thinks the Democrats want to institute Sharia law.,,LeftYvonne,0,1,2021-06-18 04:17:38
44,"@govkristinoem...

At least I'd be able to buy a house in South Dakota. https://t.co/qlpR2PT6ZL","Lead, SD",BallerT78,0,0,2021-06-18 04:16:40
45,i would do ANYTHING to go back to south dakota and get a damn chocolate and vanilla swirl ice cream from that one ice cream shop☹️,in yo momma dms🤣,wtf_karen_,0,0,2021-06-18 04:09:51
46,"@JimJohn13428757 @Johnny_in_SD @RepBoebert ""Oh really? Well my phone talks to me in an Australian accent. I bit into a bad tomato once and now I'm afraid of them.""

That's what you sound like in case you were wondering. Absolutely insane. Nobody in this thread mentioned South Dakota.
Stay 👏 on 👏 topic 👏",Wisconsin #RESIST,kreeeeeaNicole,0,0,2021-06-18 04:07:05
47,The South Dakota War College Daily Digest - https://t.co/ELuCurVJVW,"Brookings, SD",SoDakCampaigns,0,0,2021-06-18 04:04:42
48,Yesterday i saw Dubs in South Dakota,,a_fun_bot,0,0,2021-06-18 04:04:24
49,"@chipfranklin Governor, I am an American who lived in South Dakota. I encourage fellow Americans to ignore your state until it at least joins the 20th century.","Maryland, USA",Nuce923,0,0,2021-06-18 04:03:24
50,"Some red panda lore if you will, as the owner of red panda co. unfortunately resides in South Dakota, I can confirm, that North Dakota isn't real, it's just Canada. https://t.co/MAbibWYxoy",,fax_panda,0,2,2021-06-18 04:02:53
51,@YandellChuck i work in south dakota,tx ➪ sd • she/her,calliemelancon,0,0,2021-06-18 04:00:12
52,@basiltuesday legitimately this is ten times more true about south dakota and it’s not at all true about south dakota,south dakota,jacobdotgov,0,2,2021-06-18 03:57:09
53,my parents talking abt moving to south dakota u think ur gonna drag my ass there ? i’ll live on the street,"Albuquerque, NM",nathann_mills,0,0,2021-06-18 03:53:06
54,"@amyklobuchar “I’m told by my handlers that it’s time to call on the pre-screened questions by the pathetic press”....yeah, dementia patient definitely has restored our credibility....hey Amy, I have some ocean front property in South Dakota to sell you https://t.co/NWsNNjGRkH",,RoyalChiefs11,0,7,2021-06-18 03:51:30
55,@girlandvodka Welcome to Candyland!! LOL...  and South Dakots's Governor has got an injunction for now so no legal bud for now in South Dakota,"Woodbury, MN",thebigsmooth1,0,3,2021-06-18 03:50:21
56,Wtff is South Dakota??😂😂 oh hell no https://t.co/Qu5LWYnOBN,United States,RealAustinRipp,0,0,2021-06-18 03:50:02
57,@Farmgate138 All blue sky here (dry) 35-40 C. (South Dakota),South Dakota,MichaelSnow10,0,1,2021-06-18 03:47:31
